matricul,natcremo,mtinicre,mtsolree,dtprescc,ddmotiet,ddetatcr,lb_motietat,lb_etatcre,lb_statucre,lb_moderec,etatsdp,idnatpie,annee_cohorte
M0775,AAH,377.63,906.11,2025-11-28,2025-03-25,2025-11-12,Signalement usager,Ouvert,A solder,Manuel,En attente,DOC002,2025
M0776,RSA,1486.9,321.5,2025-06-19,2025-06-15,2025-04-09,Signalement usager,En attente,Relance,Manuel,Validée,DOC001,2025
M0777,ASF,1732.45,476.44,2025-09-26,2025-10-11,2025-03-03,Recalcul,Clôturé,Relance,Automatique,Rejetée,DOC003,2025
M0778,APL,472.64,226.03,2025-09-24,2025-10-08,2025-10-13,Recalcul,En attente,Relance,Automatique,Rejetée,DOC002,2025
M0779,AAH,236.64,640.48,2025-02-23,2025-04-06,2025-01-22,Erreur CAF,Ouvert,A solder,Manuel,Rejetée,DOC003,2025
M0780,RSA,96.1,978.98,2025-01-16,2025-09-23,2025-07-31,Signalement usager,En attente,Relance,Automatique,Validée,DOC002,2025
M0781,AAH,1301.84,603.49,2025-01-08,2025-10-25,2025-05-06,Signalement usager,Clôturé,En cours,Automatique,Validée,DOC002,2025
M0782,AAH,1233.83,357.81,2025-04-14,2025-10-23,2025-02-11,Recalcul,Clôturé,A solder,Manuel,Validée,DOC001,2025
M0783,APL,1116.06,647.82,2025-02-28,2025-08-13,2025-04-08,Recalcul,Clôturé,En cours,Manuel,En attente,DOC002,2025
M0784,ASF,502.3,122.92,2025-11-09,2025-11-29,2025-01-31,Erreur CAF,Ouvert,En cours,Manuel,Rejetée,DOC003,2025
M0785,AAH,812.27,888.66,2025-02-09,2025-12-27,2025-06-07,Erreur CAF,Clôturé,A solder,Automatique,Rejetée,DOC003,2025
M0786,RSA,1209.23,503.08,2025-08-25,2025-02-11,2025-04-22,Recalcul,Ouvert,En cours,Manuel,En attente,DOC001,2025
M0787,PPA,1018.7,449.35,2025-04-04,2025-10-30,2025-09-04,Signalement usager,En attente,Relance,Manuel,En attente,DOC001,2025
M0788,AAH,1976.18,585.86,2025-08-10,2025-09-03,2025-05-02,Erreur CAF,Clôturé,A solder,Manuel,Validée,DOC002,2025
M0789,AAH,316.06,624.78,2025-07-23,2025-07-27,2025-09-30,Recalcul,Clôturé,En cours,Manuel,Validée,DOC001,2025
M0790,APL,1405.53,71.78,2025-05-18,2025-08-25,2025-10-21,Recalcul,Clôturé,Relance,Manuel,Validée,DOC003,2025
M0791,ASF,838.42,682.62,2025-10-27,2025-01-22,2025-07-26,Signalement usager,En attente,Relance,Automatique,Validée,DOC003,2025
M0792,PPA,884.99,241.93,2025-07-26,2025-07-04,2025-04-20,Recalcul,Clôturé,En cours,Manuel,Validée,DOC001,2025
M0793,RSA,1449.32,713.95,2025-12-02,2025-08-30,2025-10-05,Recalcul,Ouvert,Relance,Manuel,Validée,DOC001,2025
M0794,PPA,1400.25,822.53,2025-03-22,2025-12-29,2025-02-25,Erreur CAF,En attente,A solder,Automatique,En attente,DOC001,2025
M0795,RSA,1982.95,803.96,2025-08-06,2025-10-10,2025-02-26,Recalcul,En attente,En cours,Manuel,En attente,DOC002,2025
M0796,ASF,300.37,552.5,2025-01-02,2025-02-10,2025-10-18,Recalcul,En attente,Relance,Manuel,En attente,DOC002,2025
M0797,RSA,253.01,520.17,2025-06-27,2025-12-02,2025-04-24,Erreur CAF,En attente,Relance,Automatique,Rejetée,DOC003,2025
M0798,APL,1462.46,142.88,2025-12-12,2025-06-11,2025-11-04,Signalement usager,En attente,En cours,Manuel,Rejetée,DOC002,2025
M0799,APL,1177.85,775.35,2025-10-06,2025-06-09,2025-12-07,Signalement usager,Ouvert,En cours,Automatique,Validée,DOC002,2025
M0800,APL,584.61,271.41,2025-05-26,2025-03-30,2025-07-17,Erreur CAF,En attente,En cours,Manuel,En attente,DOC002,2025
M0801,APL,204.87,496.7,2025-11-14,2025-11-18,2025-11-17,Erreur CAF,Clôturé,En cours,Automatique,Rejetée,DOC002,2025
M0802,PPA,217.03,284.27,2025-08-12,2025-01-12,2025-06-28,Signalement usager,En attente,A solder,Automatique,Rejetée,DOC003,2025
M0803,ASF,1793.67,133.83,2025-03-03,2025-03-14,2025-08-07,Signalement usager,En attente,En cours,Manuel,En attente,DOC001,2025
M0804,RSA,424.14,629.56,2025-10-21,2025-03-17,2025-10-04,Signalement usager,En attente,A solder,Automatique,Rejetée,DOC003,2025
M0805,RSA,680.57,54.33,2025-08-27,2025-12-12,2025-01-16,Signalement usager,En attente,A solder,Automatique,Rejetée,DOC002,2025
M0806,APL,491.98,748.65,2025-07-14,2025-07-20,2025-03-02,Signalement usager,En attente,En cours,Manuel,En attente,DOC001,2025
M0807,APL,742.24,317.59,2025-06-15,2025-01-10,2025-02-23,Erreur CAF,Ouvert,A solder,Manuel,Rejetée,DOC001,2025
M0808,AAH,185.38,0.13,2025-08-10,2025-12-18,2025-06-17,Recalcul,Ouvert,En cours,Automatique,En attente,DOC001,2025
M0809,ASF,1062.17,511.13,2025-03-02,2025-08-14,2025-01-26,Signalement usager,En attente,En cours,Manuel,Rejetée,DOC003,2025
M0810,PPA,181.84,46.85,2025-05-09,2025-06-25,2025-12-02,Signalement usager,Ouvert,Relance,Automatique,En attente,DOC001,2025
M0811,RSA,1610.7,276.17,2025-06-22,2025-10-03,2025-03-06,Recalcul,Clôturé,En cours,Automatique,Rejetée,DOC003,2025
M0812,AAH,505.74,706.98,2025-06-05,2025-02-08,2025-04-10,Recalcul,En attente,Relance,Manuel,Rejetée,DOC003,2025
M0813,AAH,1103.02,62.69,2025-04-20,2025-03-01,2025-03-15,Recalcul,Clôturé,A solder,Manuel,En attente,DOC002,2025
M0814,RSA,1766.15,839.34,2025-09-26,2025-03-07,2025-07-11,Recalcul,Clôturé,Relance,Automatique,Rejetée,DOC002,2025
M0815,PPA,1319.21,3.82,2025-12-22,2025-11-17,2025-06-20,Recalcul,En attente,A solder,Manuel,En attente,DOC001,2025
M0816,AAH,1089.27,246.82,2025-10-05,2025-05-04,2025-09-30,Recalcul,Clôturé,En cours,Manuel,En attente,DOC001,2025
M0817,AAH,682.45,740.9,2025-03-15,2025-06-13,2025-07-06,Erreur CAF,Clôturé,A solder,Automatique,Rejetée,DOC002,2025
M0818,ASF,699.35,316.27,2025-07-26,2025-06-08,2025-01-23,Recalcul,Clôturé,A solder,Automatique,Validée,DOC003,2025
M0819,PPA,1355.5,101.89,2025-10-06,2025-02-26,2025-06-30,Recalcul,En attente,En cours,Automatique,Rejetée,DOC003,2025
M0820,AAH,1988.57,360.23,2025-11-22,2025-03-19,2025-11-23,Erreur CAF,En attente,A solder,Automatique,Validée,DOC002,2025
M0821,PPA,1340.59,270.39,2025-12-06,2025-07-13,2025-04-18,Recalcul,Clôturé,En cours,Automatique,Validée,DOC003,2025
M0822,RSA,1137.68,842.71,2025-12-23,2025-10-12,2025-12-01,Signalement usager,En attente,Relance,Automatique,Rejetée,DOC002,2025
M0823,APL,1474.77,313.35,2025-12-06,2025-01-15,2025-06-11,Signalement usager,En attente,En cours,Manuel,Validée,DOC002,2025
M0824,AAH,957.15,788.93,2025-07-23,2025-01-12,2025-10-29,Recalcul,Clôturé,En cours,Automatique,En attente,DOC001,2025
M0825,ASF,167.28,891.87,2025-06-10,2025-04-11,2025-07-25,Erreur CAF,En attente,A solder,Manuel,En attente,DOC001,2025
M0826,RSA,1146.48,433.82,2025-01-28,2025-06-05,2025-03-19,Signalement usager,Ouvert,Relance,Manuel,Validée,DOC002,2025
M0827,PPA,1917.37,909.94,2025-09-14,2025-12-06,2025-01-16,Erreur CAF,En attente,En cours,Automatique,En attente,DOC001,2025
M0828,RSA,391.84,377.32,2025-06-14,2025-05-05,2025-11-23,Signalement usager,Ouvert,Relance,Manuel,Rejetée,DOC002,2025
M0829,AAH,1395.51,964.08,2025-03-04,2025-12-25,2025-04-06,Recalcul,Clôturé,Relance,Automatique,En attente,DOC003,2025
M0830,PPA,441.82,89.29,2025-01-22,2025-10-07,2025-05-27,Erreur CAF,En attente,A solder,Manuel,Validée,DOC003,2025
M0831,APL,1094.86,687.02,2025-03-11,2025-04-20,2025-01-02,Erreur CAF,Clôturé,En cours,Automatique,Rejetée,DOC003,2025
M0832,RSA,238.52,493.81,2025-04-06,2025-11-30,2025-01-10,Erreur CAF,Clôturé,A solder,Automatique,En attente,DOC003,2025
M0833,AAH,928.22,387.65,2025-06-12,2025-12-23,2025-05-05,Signalement usager,Clôturé,En cours,Automatique,Rejetée,DOC002,2025
M0834,ASF,1524.52,632.71,2025-03-20,2025-05-26,2025-03-22,Signalement usager,Clôturé,Relance,Automatique,Validée,DOC003,2025
M0835,PPA,727.76,703.86,2025-01-05,2025-08-04,2025-05-20,Signalement usager,Clôturé,En cours,Manuel,En attente,DOC003,2025
M0836,RSA,1346.58,4.36,2025-11-12,2025-06-11,2025-11-22,Recalcul,En attente,En cours,Manuel,Rejetée,DOC003,2025
M0837,RSA,1601.13,166.95,2025-04-30,2025-05-08,2025-05-30,Signalement usager,Ouvert,Relance,Manuel,Rejetée,DOC003,2025
M0838,APL,1858.0,713.05,2025-10-29,2025-11-10,2025-10-15,Recalcul,En attente,Relance,Manuel,En attente,DOC002,2025
M0839,APL,507.55,666.39,2025-06-27,2025-11-28,2025-12-27,Erreur CAF,En attente,En cours,Manuel,Rejetée,DOC003,2025
M0840,ASF,828.67,966.05,2025-06-25,2025-05-30,2025-12-06,Erreur CAF,En attente,A solder,Automatique,Rejetée,DOC001,2025
M0841,ASF,347.21,761.04,2025-08-05,2025-02-05,2025-05-09,Recalcul,En attente,En cours,Automatique,Validée,DOC001,2025
M0842,AAH,1985.34,950.77,2025-02-25,2025-06-22,2025-08-27,Signalement usager,Ouvert,Relance,Automatique,Validée,DOC001,2025
M0843,AAH,1857.65,702.54,2025-07-06,2025-01-22,2025-02-27,Recalcul,En attente,A solder,Automatique,Validée,DOC001,2025
M0844,ASF,1102.92,298.05,2025-08-20,2025-07-25,2025-07-17,Erreur CAF,Clôturé,Relance,Automatique,Validée,DOC001,2025
M0845,ASF,1691.96,105.36,2025-09-12,2025-05-07,2025-07-30,Erreur CAF,En attente,Relance,Manuel,Validée,DOC001,2025
M0846,PPA,1065.87,781.82,2025-04-14,2025-12-02,2025-02-14,Recalcul,En attente,A solder,Automatique,Validée,DOC002,2025
M0847,APL,1265.99,644.15,2025-03-18,2025-12-22,2025-04-07,Signalement usager,Ouvert,Relance,Automatique,En attente,DOC001,2025
M0848,AAH,223.79,48.19,2025-08-18,2025-08-05,2025-10-06,Signalement usager,Ouvert,Relance,Manuel,Validée,DOC003,2025
M0849,APL,1522.78,360.05,2025-09-15,2025-04-06,2025-01-23,Recalcul,Clôturé,Relance,Manuel,Rejetée,DOC001,2025
M0850,APL,299.04,956.8,2025-09-21,2025-06-13,2025-12-01,Recalcul,En attente,Relance,Automatique,En attente,DOC002,2025
M0851,ASF,1660.83,500.4,2025-11-27,2025-05-28,2025-02-13,Signalement usager,En attente,Relance,Automatique,Rejetée,DOC001,2025
M0852,PPA,1574.95,432.73,2025-07-01,2025-01-18,2025-01-27,Erreur CAF,En attente,Relance,Manuel,Validée,DOC003,2025
M0853,RSA,1432.05,457.7,2025-09-13,2025-10-21,2025-10-09,Recalcul,Clôturé,Relance,Automatique,Validée,DOC003,2025
M0854,PPA,120.51,208.88,2025-02-07,2025-07-14,2025-04-07,Signalement usager,Ouvert,Relance,Automatique,Rejetée,DOC002,2025
M0855,PPA,641.1,368.71,2025-06-25,2025-05-31,2025-02-05,Signalement usager,Clôturé,Relance,Automatique,Rejetée,DOC002,2025
M0856,APL,563.07,369.81,2025-01-27,2025-12-31,2025-04-19,Erreur CAF,En attente,En cours,Manuel,Rejetée,DOC002,2025
M0857,PPA,752.27,52.36,2025-10-03,2025-05-03,2025-02-24,Erreur CAF,Ouvert,En cours,Automatique,En attente,DOC002,2025
M0858,AAH,220.9,767.57,2025-05-20,2025-07-06,2025-07-11,Erreur CAF,Ouvert,Relance,Automatique,Validée,DOC001,2025
M0859,APL,1877.07,416.5,2025-10-26,2025-05-29,2025-08-07,Erreur CAF,Clôturé,En cours,Manuel,Rejetée,DOC001,2025
M0860,AAH,1129.91,822.18,2025-10-14,2025-04-14,2025-07-04,Erreur CAF,Ouvert,A solder,Manuel,Validée,DOC003,2025
M0861,RSA,645.77,850.35,2025-04-01,2025-08-31,2025-03-10,Recalcul,Ouvert,En cours,Manuel,Rejetée,DOC002,2025
M0862,APL,824.11,211.99,2025-03-02,2025-08-19,2025-11-13,Signalement usager,En attente,Relance,Automatique,Validée,DOC002,2025
M0863,RSA,922.04,657.35,2025-12-31,2025-07-25,2025-05-10,Recalcul,En attente,Relance,Manuel,En attente,DOC001,2025
M0864,APL,1221.16,472.28,2025-12-13,2025-07-17,2025-02-24,Recalcul,Ouvert,En cours,Automatique,Validée,DOC002,2025
M0865,ASF,1055.57,880.16,2025-06-12,2025-12-03,2025-04-07,Recalcul,Ouvert,Relance,Manuel,Rejetée,DOC003,2025
M0866,PPA,1842.81,215.74,2025-12-17,2025-03-28,2025-12-02,Recalcul,Clôturé,A solder,Automatique,Validée,DOC003,2025
M0867,ASF,1019.08,677.81,2025-05-23,2025-05-22,2025-03-28,Recalcul,Clôturé,A solder,Manuel,En attente,DOC002,2025
M0868,RSA,1984.71,607.75,2025-09-10,2025-11-13,2025-10-21,Erreur CAF,Ouvert,Relance,Automatique,En attente,DOC003,2025
M0869,PPA,1710.28,295.3,2025-09-26,2025-07-18,2025-04-29,Erreur CAF,En attente,A solder,Automatique,Validée,DOC003,2025
M0870,APL,456.6,136.6,2025-10-18,2025-02-15,2025-07-27,Signalement usager,Ouvert,A solder,Manuel,Rejetée,DOC001,2025
M0871,PPA,1864.66,651.64,2025-07-06,2025-10-15,2025-11-30,Recalcul,Ouvert,En cours,Manuel,En attente,DOC003,2025
M0872,AAH,276.91,738.6,2025-10-31,2025-01-15,2025-06-03,Signalement usager,En attente,A solder,Automatique,En attente,DOC002,2025
M0873,PPA,1644.03,315.63,2025-10-18,2025-02-13,2025-02-04,Erreur CAF,En attente,En cours,Manuel,Validée,DOC002,2025
M0874,AAH,792.22,644.83,2025-03-27,2025-06-18,2025-03-20,Erreur CAF,Clôturé,Relance,Automatique,En attente,DOC003,2025
M0875,PPA,1762.05,395.13,2025-06-15,2025-11-06,2025-03-08,Erreur CAF,Clôturé,En cours,Manuel,En attente,DOC002,2025
M0876,AAH,1742.71,713.21,2025-04-24,2025-02-13,2025-12-09,Recalcul,Clôturé,Relance,Manuel,Rejetée,DOC001,2025
M0877,RSA,1621.55,199.22,2025-12-22,2025-04-08,2025-02-03,Recalcul,Clôturé,Relance,Automatique,Rejetée,DOC003,2025
M0878,ASF,1590.56,890.22,2025-07-02,2025-09-18,2025-04-07,Erreur CAF,En attente,Relance,Manuel,Rejetée,DOC003,2025
M0879,APL,644.12,287.41,2025-07-26,2025-04-19,2025-06-18,Signalement usager,Ouvert,Relance,Manuel,Validée,DOC003,2025
M0880,PPA,207.79,367.79,2025-09-13,2025-10-10,2025-06-18,Signalement usager,Clôturé,Relance,Automatique,En attente,DOC002,2025
M0881,ASF,835.81,58.09,2025-08-23,2025-12-09,2025-05-31,Erreur CAF,Clôturé,En cours,Automatique,Validée,DOC002,2025
M0882,APL,388.37,111.51,2025-12-21,2025-04-14,2025-03-12,Signalement usager,En attente,Relance,Manuel,En attente,DOC003,2025
M0883,APL,1405.15,515.86,2025-01-03,2025-09-13,2025-01-03,Erreur CAF,En attente,A solder,Automatique,En attente,DOC002,2025
M0884,AAH,724.89,267.59,2025-07-27,2025-07-25,2025-11-10,Signalement usager,Ouvert,A solder,Manuel,En attente,DOC002,2025
M0885,RSA,1952.44,835.48,2025-07-16,2025-12-01,2025-02-01,Erreur CAF,Ouvert,Relance,Manuel,Rejetée,DOC003,2025
M0886,RSA,1299.9,14.69,2025-12-07,2025-02-12,2025-10-14,Signalement usager,En attente,A solder,Automatique,Validée,DOC003,2025
M0887,ASF,1653.84,379.09,2025-05-05,2025-12-19,2025-03-23,Recalcul,Clôturé,En cours,Automatique,Validée,DOC002,2025
M0888,RSA,308.42,337.35,2025-05-18,2025-09-02,2025-02-12,Erreur CAF,Clôturé,En cours,Automatique,En attente,DOC003,2025
M0889,PPA,1730.93,19.33,2025-12-05,2025-10-14,2025-04-15,Erreur CAF,Clôturé,Relance,Automatique,Validée,DOC003,2025
M0890,RSA,1849.38,124.37,2025-01-25,2025-12-21,2025-01-01,Signalement usager,Ouvert,Relance,Automatique,Rejetée,DOC003,2025
M0891,ASF,999.77,413.64,2025-03-09,2025-09-30,2025-03-02,Erreur CAF,Clôturé,Relance,Automatique,Validée,DOC003,2025
M0892,RSA,1232.19,492.86,2025-03-02,2025-03-24,2025-09-27,Erreur CAF,Clôturé,A solder,Manuel,En attente,DOC002,2025
M0893,PPA,1541.38,404.29,2025-01-29,2025-04-20,2025-06-29,Erreur CAF,En attente,A solder,Manuel,Rejetée,DOC003,2025
M0894,AAH,390.94,530.94,2025-01-19,2025-07-09,2025-08-12,Recalcul,Clôturé,En cours,Automatique,Rejetée,DOC001,2025
M0895,ASF,1030.0,595.13,2025-06-20,2025-10-15,2025-01-06,Recalcul,En attente,A solder,Manuel,En attente,DOC003,2025
M0896,AAH,827.39,9.92,2025-03-15,2025-09-08,2025-04-13,Signalement usager,Clôturé,En cours,Manuel,Validée,DOC001,2025
M0897,AAH,335.43,464.1,2025-03-02,2025-07-31,2025-01-10,Recalcul,Ouvert,A solder,Manuel,En attente,DOC003,2025
M0898,AAH,766.69,963.5,2025-06-02,2025-10-18,2025-03-12,Signalement usager,Clôturé,En cours,Manuel,Validée,DOC001,2025
M0899,APL,182.94,519.03,2025-10-03,2025-05-13,2025-03-31,Recalcul,Clôturé,Relance,Automatique,Validée,DOC001,2025
M0900,APL,100.33,677.54,2025-02-17,2025-07-20,2025-08-14,Signalement usager,En attente,A solder,Manuel,Rejetée,DOC003,2025
M0901,AAH,313.57,311.86,2025-07-30,2025-10-12,2025-06-07,Recalcul,En attente,En cours,Manuel,En attente,DOC003,2025
M0902,ASF,1928.07,773.99,2025-12-09,2025-11-22,2025-08-16,Recalcul,En attente,A solder,Automatique,Rejetée,DOC003,2025
M0903,PPA,1121.58,772.92,2025-05-19,2025-04-05,2025-05-06,Signalement usager,Clôturé,Relance,Automatique,En attente,DOC001,2025
M0904,PPA,1933.35,521.3,2025-04-20,2025-10-05,2025-07-28,Erreur CAF,Clôturé,En cours,Automatique,En attente,DOC002,2025
M0905,RSA,893.37,976.01,2025-07-02,2025-11-21,2025-04-07,Erreur CAF,Ouvert,A solder,Automatique,Rejetée,DOC002,2025
M0906,ASF,658.04,125.55,2025-01-28,2025-08-07,2025-03-15,Recalcul,Clôturé,A solder,Manuel,En attente,DOC003,2025
M0907,APL,1036.98,16.95,2025-07-16,2025-03-30,2025-04-25,Signalement usager,Ouvert,Relance,Automatique,En attente,DOC002,2025
M0908,AAH,907.05,770.16,2025-07-10,2025-03-13,2025-07-10,Erreur CAF,En attente,Relance,Manuel,Validée,DOC002,2025
M0909,RSA,256.05,807.16,2025-11-11,2025-09-04,2025-06-19,Signalement usager,En attente,En cours,Manuel,En attente,DOC003,2025
M0910,PPA,1299.61,120.21,2025-02-20,2025-05-09,2025-11-03,Erreur CAF,En attente,A solder,Automatique,En attente,DOC001,2025
M0911,APL,471.27,265.58,2025-05-29,2025-07-31,2025-07-23,Signalement usager,Ouvert,A solder,Automatique,Rejetée,DOC003,2025
M0912,APL,1258.2,17.55,2025-09-25,2025-12-09,2025-02-25,Recalcul,Clôturé,Relance,Automatique,Rejetée,DOC002,2025
M0913,AAH,1317.89,293.31,2025-02-19,2025-04-06,2025-07-27,Signalement usager,En attente,Relance,Automatique,En attente,DOC001,2025
M0914,PPA,346.45,773.14,2025-09-03,2025-03-16,2025-02-10,Erreur CAF,Clôturé,En cours,Automatique,Validée,DOC002,2025
M0915,ASF,169.63,517.96,2025-04-23,2025-02-23,2025-02-01,Recalcul,Clôturé,A solder,Automatique,Validée,DOC001,2025
M0916,APL,1572.49,348.1,2025-06-19,2025-12-10,2025-01-15,Signalement usager,En attente,A solder,Manuel,Rejetée,DOC002,2025
M0917,AAH,946.61,371.74,2025-06-15,2025-02-23,2025-03-03,Erreur CAF,Ouvert,En cours,Manuel,En attente,DOC003,2025
M0918,ASF,163.42,1.35,2025-01-14,2025-08-06,2025-06-04,Recalcul,Clôturé,En cours,Manuel,En attente,DOC002,2025
M0919,PPA,1989.99,299.8,2025-07-22,2025-01-16,2025-10-11,Signalement usager,En attente,Relance,Manuel,Validée,DOC002,2025
M0920,APL,162.67,646.46,2025-10-15,2025-04-09,2025-07-28,Erreur CAF,Clôturé,Relance,Automatique,Validée,DOC001,2025
M0921,ASF,1405.32,974.19,2025-07-08,2025-01-20,2025-11-16,Signalement usager,Clôturé,En cours,Automatique,Validée,DOC002,2025
M0922,ASF,1968.17,847.06,2025-06-04,2025-02-15,2025-07-06,Signalement usager,Clôturé,En cours,Manuel,Rejetée,DOC003,2025
M0923,ASF,516.4,23.59,2025-02-24,2025-07-12,2025-05-10,Recalcul,Clôturé,A solder,Manuel,En attente,DOC003,2025
M0924,APL,327.39,898.56,2025-07-01,2025-02-27,2025-05-07,Recalcul,Clôturé,En cours,Manuel,Rejetée,DOC003,2025
M0925,APL,286.7,783.2,2025-07-29,2025-04-21,2025-10-19,Erreur CAF,Ouvert,En cours,Automatique,En attente,DOC001,2025
M0926,RSA,641.39,780.38,2025-03-16,2025-05-09,2025-04-24,Recalcul,Ouvert,A solder,Automatique,Rejetée,DOC001,2025
M0927,PPA,247.04,458.0,2025-10-04,2025-12-03,2025-07-18,Erreur CAF,En attente,En cours,Automatique,En attente,DOC002,2025
M0928,AAH,1399.71,398.01,2025-05-13,2025-07-13,2025-01-13,Signalement usager,Ouvert,Relance,Manuel,Validée,DOC002,2025
M0929,ASF,171.47,302.92,2025-12-09,2025-12-06,2025-09-28,Signalement usager,Ouvert,Relance,Manuel,Validée,DOC002,2025
M0930,RSA,1043.37,65.69,2025-02-28,2025-11-22,2025-03-30,Erreur CAF,Ouvert,A solder,Automatique,Validée,DOC001,2025
M0931,AAH,1993.56,228.24,2025-12-11,2025-01-08,2025-08-03,Signalement usager,Clôturé,En cours,Automatique,Rejetée,DOC001,2025
M0932,RSA,1637.24,246.6,2025-07-01,2025-01-29,2025-10-05,Recalcul,Clôturé,Relance,Manuel,Validée,DOC002,2025
M0933,APL,1249.68,484.08,2025-12-05,2025-04-22,2025-07-22,Signalement usager,En attente,Relance,Manuel,En attente,DOC001,2025
M0934,ASF,647.19,747.44,2025-11-17,2025-06-10,2025-03-15,Recalcul,En attente,Relance,Automatique,Rejetée,DOC001,2025
M0935,AAH,1266.6,473.81,2025-03-05,2025-05-11,2025-01-25,Erreur CAF,En attente,Relance,Manuel,En attente,DOC003,2025
M0936,AAH,1077.73,57.84,2025-11-23,2025-07-07,2025-04-11,Erreur CAF,Clôturé,En cours,Automatique,Rejetée,DOC003,2025
M0937,AAH,880.86,957.79,2025-09-17,2025-06-12,2025-06-25,Signalement usager,Ouvert,En cours,Automatique,En attente,DOC002,2025
M0938,AAH,304.89,942.72,2025-07-12,2025-07-16,2025-04-27,Signalement usager,Ouvert,En cours,Manuel,En attente,DOC002,2025
M0939,AAH,1778.88,785.19,2025-05-23,2025-12-30,2025-06-15,Recalcul,Clôturé,En cours,Manuel,Rejetée,DOC003,2025
M0940,RSA,927.08,991.33,2025-04-14,2025-07-23,2025-02-10,Recalcul,En attente,Relance,Manuel,Rejetée,DOC001,2025
M0941,ASF,429.51,544.48,2025-08-02,2025-07-31,2025-12-10,Signalement usager,En attente,A solder,Automatique,Validée,DOC002,2025
M0942,APL,767.13,962.77,2025-08-30,2025-04-19,2025-04-30,Signalement usager,En attente,A solder,Manuel,Validée,DOC002,2025
M0943,APL,857.55,75.61,2025-07-28,2025-10-03,2025-04-07,Erreur CAF,Clôturé,Relance,Manuel,En attente,DOC002,2025
M0944,APL,1663.7,365.68,2025-04-03,2025-03-14,2025-05-25,Erreur CAF,En attente,Relance,Automatique,En attente,DOC001,2025
M0945,APL,1480.55,225.38,2025-05-22,2025-06-16,2025-08-04,Erreur CAF,En attente,A solder,Automatique,En attente,DOC003,2025
M0946,RSA,1550.14,195.83,2025-04-22,2025-09-17,2025-08-17,Signalement usager,Clôturé,A solder,Manuel,Rejetée,DOC002,2025
M0947,PPA,71.51,140.8,2025-02-28,2025-08-31,2025-11-09,Signalement usager,Ouvert,Relance,Automatique,Rejetée,DOC003,2025
M0948,ASF,861.5,622.41,2025-02-12,2025-10-02,2025-05-10,Signalement usager,Clôturé,Relance,Automatique,Validée,DOC003,2025
M0949,AAH,988.62,781.32,2025-07-26,2025-04-12,2025-12-18,Erreur CAF,Clôturé,En cours,Automatique,En attente,DOC001,2025
M0950,PPA,87.42,578.3,2025-09-25,2025-06-22,2025-11-14,Signalement usager,Clôturé,En cours,Manuel,Validée,DOC001,2025
M0951,APL,556.64,146.96,2025-10-23,2025-06-20,2025-05-17,Recalcul,Clôturé,A solder,Manuel,Rejetée,DOC001,2025
M0952,PPA,1532.57,811.12,2025-04-28,2025-05-21,2025-11-20,Signalement usager,Ouvert,Relance,Automatique,Rejetée,DOC001,2025
M0953,ASF,317.36,635.95,2025-01-20,2025-07-07,2025-12-03,Signalement usager,En attente,A solder,Automatique,Rejetée,DOC001,2025
M0954,AAH,1093.85,388.17,2025-08-10,2025-03-27,2025-09-30,Signalement usager,Clôturé,En cours,Automatique,Validée,DOC001,2025
M0955,AAH,469.64,674.13,2025-06-15,2025-02-21,2025-04-27,Signalement usager,Ouvert,En cours,Manuel,Rejetée,DOC002,2025
M0956,ASF,73.64,259.9,2025-05-11,2025-04-21,2025-11-02,Signalement usager,En attente,A solder,Automatique,En attente,DOC003,2025
M0957,ASF,520.34,345.19,2025-06-05,2025-12-31,2025-04-04,Recalcul,En attente,En cours,Automatique,Validée,DOC001,2025
M0958,APL,1952.95,917.49,2025-07-03,2025-12-08,2025-06-17,Recalcul,En attente,Relance,Manuel,Rejetée,DOC002,2025
M0959,AAH,1613.0,290.5,2025-03-31,2025-02-12,2025-07-22,Signalement usager,Clôturé,A solder,Automatique,Validée,DOC003,2025
M0960,PPA,1921.17,469.99,2025-04-04,2025-07-30,2025-12-07,Erreur CAF,Clôturé,Relance,Manuel,Validée,DOC001,2025
M0961,RSA,1001.32,890.14,2025-01-13,2025-07-19,2025-05-29,Signalement usager,En attente,Relance,Manuel,Rejetée,DOC001,2025
M0962,RSA,263.99,707.72,2025-11-18,2025-10-25,2025-07-02,Signalement usager,En attente,En cours,Manuel,Rejetée,DOC002,2025
M0963,ASF,1118.52,62.2,2025-10-20,2025-12-12,2025-06-01,Signalement usager,En attente,Relance,Automatique,Validée,DOC003,2025
M0964,APL,936.04,147.3,2025-08-18,2025-08-28,2025-03-15,Erreur CAF,En attente,A solder,Automatique,Validée,DOC001,2025
M0965,RSA,1696.5,7.84,2025-11-18,2025-04-25,2025-12-31,Erreur CAF,En attente,Relance,Manuel,Rejetée,DOC003,2025
M0966,AAH,241.26,630.92,2025-10-19,2025-01-26,2025-10-01,Erreur CAF,En attente,Relance,Automatique,En attente,DOC002,2025
M0967,ASF,1002.07,447.67,2025-01-26,2025-10-26,2025-02-11,Recalcul,Ouvert,Relance,Manuel,Validée,DOC001,2025
M0968,PPA,342.59,134.27,2025-03-16,2025-03-18,2025-07-31,Erreur CAF,En attente,Relance,Automatique,Validée,DOC003,2025
M0969,ASF,683.12,957.93,2025-12-30,2025-05-17,2025-04-11,Recalcul,Clôturé,Relance,Manuel,En attente,DOC002,2025
